object,other,type,con,ra_hr,ra_min,dec_deg,dec_min,mag,subr,urano,ti,size_max,size_min,pa,class,nsts,brstr,bchm,ngc descr,notes
NGC493,UGC914,GALXY,CET,1,22.2,0,57,12.5,13.7,218,10,3.4m,1.1m,58,SBc,,,,vF;L;mE60;lbM,H III 594;SN 1971;v patchy chaotic spir pattern
NGC497,UGC915;Arp8,GALXY,CET,1,22.4,0,53,13,13.5,218,10,2.1m,0.9m,132,SBbc,,,,eF;pS;R;vlbM;r,split arms
NGC519,ZwG385.103,GALXY,CET,1,24.5,-1,39,14.3,12.1,218,10,0.5m,0.3m,140,Elliptical,,,,eeF;vS;R;v diffic,
NGC521,UGC962,GALXY,CET,1,24.6,1,44,11.7,14,218,10,3.3m,3m,20,SBbc,,,,F;pL;R;gbM,H II 461;UGC 962;delicate multiple arms
NGC530,IC1696;UGC965,GALXY,CET,1,24.7,-1,35,13,12.3,218,10,1.5m,0.4m,134,Sa,,,,eF;S;mE;F* sf,
NGC538,UGC991,GALXY,CET,1,25.4,-1,33,13.7,12.8,218,10,1m,0.5m,40,Sab,,,,eF;S;mE;F*N,in dense part of cluster
NGC539,NGC563,GALXY,CET,1,25.4,-18,10,13.5,14.1,308,10,1.6m,1.3m,145,SBc,,,,vF;vS;R,
NGC563,NGC539,GALXY,CET,1,25.4,-18,10,13.3,13.1,308,10,1.6m,1.3m,145,SBc,,,,vF;pS;lE;bMN;sev F* nr,
NGC533,UGC992,GALXY,CET,1,25.5,1,46,11.4,13.8,218,10,3.9m,2.7m,50,E2,,,,pB;pL;R;gbM,H II 462;many S galaxies near;10 w in 5 ';UGC 992
NGC535,UGC997,GALXY,CET,1,25.5,-1,25,13.8,12.4,218,10,1m,0.3m,58,Sa,,,,vF;vS;1st of 3,In dense part of cluster
NGC541,UGC1004,GALXY,CET,1,25.7,-1,23,12.1,13.2,218,10,1.8m,1.7m,135,SO,,,,F;S;R;bM,
NGC543,MCG0-4-138,GALXY,CET,1,25.8,-1,18,13.1,10.9,218,10,0.6m,0.3m,90,E6,,,,eF;eS,
NGC545,UGC1007,GALXY,CET,1,26,-1,20,12.2,13.5,218,10,2.6m,1.6m,55,SO,,,,stellar;p of Dneb,H II 448;double system in common halo;3C40;UGC 1007
NGC547,UGC1009,GALXY,CET,1,26,-1,21,12.2,12.7,218,10,1.9m,1.8m,85,Elliptical,,,,stellar;f of Dneb,H II 449;double system (NGC 545) in common halo;UGC 1009
NGC548,UGC1010,GALXY,CET,1,26,-1,14,13.7,13.2,218,10,0.9m,0.8m,135,Elliptical,,,,eF;eS,
NGC557,IC1703,GALXY,CET,1,26.4,-1,38,13.5,13.5,218,10,1.4m,0.8m,45,SBO-a,,,,eF;S;R;*10 nf,
NGC550,UGC1021,GALXY,CET,1,26.7,2,1,12.7,12.5,218,10,1.4m,0.6m,120,Sa,,,,F;S;E90;bM;r,H II 463;UGC 1021
NGC567,MCG-2-4-53,GALXY,CET,1,27,-10,16,14,99.9,263,10,1m,0.6m,125,SO,,,,eF;vS;R,
NGC540,ESO542-12,GALXY,CET,1,27.1,-20,2,15.8,99.9,308,18,0.9m,0.4m,178,SBO,,,,vF;vS;R;sbMN,
NGC554,ESO476-11,GALXY,CET,1,27.2,-22,44,15,99.9,308,18,0.9m,0.5m,177,SO,,,,eF;vS;E;1st of 3;*11f,
NGC554A,ESO476-11A,GALXY,CET,1,27.2,-22,43,14.8,99.9,308,18,0.3m,0.3m,,SBO,,,,,
NGC555,ESO476-12,GALXY,CET,1,27.2,-22,46,14.1,13.2,308,18,0.7m,0.6m,,SBO-a Ring,,,,eF;S;iR;2nd of 3,
NGC556,ESO476-13,GALXY,CET,1,27.2,-22,42,14.4,12,308,18,0.4m,0.3m,,E-SO,,,,eF;vS;R;3rd of 3,
NGC558,IC117,GALXY,CET,1,27.3,-1,58,14.3,11.1,218,10,0.4m,0.2m,110,Elliptical,,,,eF;S;E;*10p,
NGC560,UGC1036,GALXY,CET,1,27.4,-1,55,13,12.9,218,10,1.9m,0.6m,178,SO,,,,vF;vS;lE;p of 2,H III 441;UGC 1036
NGC564,UGC1044,GALXY,CET,1,27.8,-1,53,12.5,13.1,218,10,1.3m,1.1m,145,E2,,,,vF;vS;iF;f of 2,H III 442
NGC565,UGC1052,GALXY,CET,1,28.2,-1,18,13.5,12.6,218,10,1.3m,0.4m,36,Sa,,,,S;E;(Bin),
NGC570,UGC1061,GALXY,CET,1,29,0,57,12.8,13.3,218,10,1.6m,1.3m,175,SBa,,,,vF;pL;R;mbMN,
NGC583,ESO542-20,GALXY,CET,1,29.7,-18,20,14.1,13,308,10,0.7m,0.6m,40,SBO,,,,eF;S;R,
UGC1072,PGC5574,GALXY,CET,1,29.8,-1,15,14,99.9,218,10,1.2m,0.7m,54,SO,,,,,vF companion on west side
NGC578,ESO476-15,GALXY,CET,1,30.5,-22,40,10.9,13.7,308,18,4.8m,3m,110,SBc,,,,B;L;pmE;gpmbM,
NGC577,NGC580,GALXY,CET,1,30.7,-2,0,12.9,13.8,218,10,1.9m,1.5m,140,SBa,,,,F,
NGC580,NGC577,GALXY,CET,1,30.7,-2,0,13.9,99.9,218,10,1.9m,1.5m,140,SBa,,,,pF;pS;R,
NGC584,IC1712;HI100,GALXY,CET,1,31.3,-6,52,10.5,12.9,263,10,3.3m,1.9m,120,E4,,,H,vB;pL;R;mbM;p of 2,
NGC586,MCG-1-5-1,GALXY,CET,1,31.6,-6,54,13.2,13.2,263,10,1.7m,0.9m,10,Sa,,,,vF;vS;R,
NGC585,UGC1092,GALXY,CET,1,31.7,0,56,13.1,13,218,10,2.2m,0.5m,86,Sa,,,,vF;S;R;bM,nucl bulge 0.50'X0.35'
NGC593,MCG-2-5-3,GALXY,CET,1,32.3,-12,21,14,99.9,263,10,1.2m,0.2m,12,SO,,,,vS Cl;lE;nebulosity,
NGC589,MCG-2-5-4,GALXY,CET,1,32.7,-12,3,14,99.9,263,10,1.1m,0.9m,,Sa,,,,vF;S;R;gbMN;*10 sp 2',
NGC596,MCG-1-5-5,GALXY,CET,1,32.9,-7,2,10.9,13,263,10,2.8m,2.1m,40,E2,,,H,pB;R;bM;r;*6f12',H II 4
NGC599,MCG-2-5-5,GALXY,CET,1,32.9,-12,11,13,99.9,263,10,1.4m,1.4m,,E-SO,,,,F;S;iF;eR,H II 473
NGC594,MCG-3-5-5,GALXY,CET,1,33,-16,32,14,99.9,263,10,1.4m,0.6m,32,Sbc,,,,F;pS;E;glbM,
NGC600,MCG-1-5-7,GALXY,CET,1,33.1,-7,19,12.4,14.6,263,10,3.7m,3.6m,85,SBcd Ring,,,,eeF,H III 432
NGC601,Mrk1000,GALXY,CET,1,33.1,-12,13,16.1,99.9,263,10,0.4m,0.4m,,Compact,,,,vF;vS;R;4' sf 599,E0 Galaxy;3.3' south following NGC 599
NGC610,,NONEX,CET,1,33.6,-20,9,99.9,99.9,308,18,,,,,,,,eF;vS;R;vgbM;*10p2',
NGC611,,NONEX,CET,1,33.6,-20,8,99.9,99.9,308,18,,,,,,,,eF;vS;(F*);30'' nf 610,
NGC617,MCG-2-5-7,GALXY,CET,1,34,-9,46,15,99.9,263,10,0.5m,0.5m,,Sab,,,,eF;S;lE,
NGC607,,2STAR,CET,1,34.3,-7,25,99.9,99.9,263,10,,,,,,,,*11;nebulosity,
NGC615,MCG-1-5-8,GALXY,CET,1,35.1,-7,20,11.6,13.3,263,10,3.4m,1.4m,155,Sb,,,H,pB;pL;ilE;gbM;*8 np 10,H II 282
NGC624,MCG-2-5-10,GALXY,CET,1,35.9,-10,0,14,99.9,263,10,1.5m,1m,100,Sb,,,,eF;S;am vS st,H III 471
NGC622,UGC1143,GALXY,CET,1,36,0,40,12.9,13.7,218,10,1.8m,1.3m,45,SBbc,,,,eF;pL;dif,H III 454;UGC 1143
NGC635,MCG-4-5-2,GALXY,CET,1,38.3,-22,56,15.3,99.9,308,18,0.5m,0.5m,,Sb,,,,eF;vS;R,
NGC648,IC146,GALXY,CET,1,38.7,-17,50,14,99.9,308,10,1.1m,0.5m,114,E-SO,,,,vF;vS;vlE;sbMN,
NGC636,MCG-1-5-13,GALXY,CET,1,39.1,-7,31,11.5,13.4,263,10,2.8m,2m,40,E1,,,,pB;vS;R;mbM;r,H II 283
NGC640,MCG-2-5-31,GALXY,CET,1,39.4,-9,24,15,99.9,263,10,0.7m,0.5m,145,Sa,,,,eF;S;lE170;lbMN;*S4',
NGC647,MCG-2-5-33,GALXY,CET,1,39.9,-9,15,14,99.9,263,10,1.5m,1.1m,45,SO,,,,eF;pS;lE160;bMN;*8 f,
NGC649,MCG-2-5-34,GALXY,CET,1,40.1,-9,16,15,99.9,263,10,0.9m,0.3m,20,Sa,,,,eF;S;E0;(BMD*),
NGC655,MCG-2-5-37,GALXY,CET,1,41.9,-13,5,14,99.9,263,10,1.4m,0.9m,45,SO,,,,eF;eS;gbMN,
NGC667,ESO477-2,GALXY,CET,1,44.9,-22,55,14.2,12.9,308,18,0.6m,0.5m,,SO,,,,eF;S;R;*10 np 100'',
NGC690,MCG-3-5-21,GALXY,CET,1,47.8,-16,43,14.2,14.1,263,10,1.2m,0.8m,145,SBc,,,,vF;vS;R;lbM,
NGC682,MCG-3-5-22,GALXY,CET,1,49.1,-14,59,13,99.9,263,10,1.4m,1.1m,95,E-SO,,,,cF;S;R;gvlbM,H II 501
NGC681,MCG-2-5-52,GALXY,CET,1,49.2,-10,26,12,13.4,263,10,2.7m,1.8m,68,SBab,,,,pF;cL;R;glbM;S*p90'',H II 481;Thin equat dust lane;resembles M 104
NGC699,MCG-2-5-59,GALXY,CET,1,50.7,-12,2,14,99.9,263,10,1.6m,0.3m,130,Sbc,,,,eF;pS;E105;B np;curved,
NGC701,MCG-2-5-60,GALXY,CET,1,51.1,-9,42,12.2,13.2,263,10,2.6m,1.4m,40,SBc,,,,F;pL;E;vgvlbM;r,H I 62
NGC702,MCG-1-5-43,GALXY,CET,1,51.3,-4,3,13.1,13.6,218,10,1.5m,1m,150,SBbc/P,,,,eF;vlE 0;*13s90'',H III 192;probable interacting system
NGC707,MCG-2-5-63,GALXY,CET,1,51.5,-8,30,14,99.9,263,10,1.3m,0.9m,85,E-SO,,,,vF;F*centre,
NGC725,MCG-3-5-25,GALXY,CET,1,52.6,-16,31,14,99.9,264,10,0.8m,0.5m,78,Sc,,,,vF;vS;R,
NGC720,MCG-2-5-68,GALXY,CET,1,53,-13,44,10.2,12.8,264,10,4.4m,2.2m,135,E4,,,H,cB;pL;lE;psmbM,H I 105
NGC715,MCG-2-5-69,GALXY,CET,1,53.2,-12,52,15,99.9,264,10,0.8m,0.4m,175,Sb,,,,eF;S;gbMN,
NGC723,NGC724,GALXY,CET,1,53.8,-23,45,12.4,13,309,18,1.5m,1.3m,,Sbc,,,,pF;vS;R;vgbM,
NGC756,MCG-3-5-29,GALXY,CET,1,54.5,-16,42,15,99.9,264,10,0.8m,0.5m,50,SO,,,,F;vS;R;bMN,
NGC731,NGC757,GALXY,CET,1,54.9,-9,1,12.1,13.1,264,10,1.7m,1.7m,,EO,,,,eF;stellar,H III 266
NGC757,NGC731,GALXY,CET,1,54.9,-9,1,13,99.9,264,10,1.7m,1.7m,,Elliptical,,,,F;S;gbMN;(=755),
NGC734,,GALXY,CET,1,55,-17,5,16,99.9,309,10,0.7m,0.4m,24,SBO-a,,,,vF;vS;R;bMN;*11p,
NGC713,MCG-2-5-75,GALXY,CET,1,55.4,-9,5,15,99.9,264,10,1m,0.3m,95,Sb,,,,eF;pS;E90;glbMN;* np,
NGC726,MCG-2-6-3,GALXY,CET,1,55.5,-10,48,14,99.9,264,10,1.2m,0.6m,100,Sd,,,,vF;pL;iR;*9 3'f,
NGC758,NPM1G-03103,GALXY,CET,1,55.7,-3,4,15.4,99.9,219,10,0.9m,0.7m,95,SO,,,,vF;vS,
NGC748,MCG-1-6-4,GALXY,CET,1,56.4,-4,28,12.6,13.5,219,10,2.3m,1.1m,138,Sb Ring,,,,pF;*9 np,H III 193
NGC755,NGC763,GALXY,CET,1,56.4,-9,4,12.6,13.9,264,10,3.3m,1.1m,50,SBb,,,,vF;pS;vlE,H III 265
NGC763,NGC755,GALXY,CET,1,56.4,-9,4,13.1,99.9,264,10,3.3m,1.1m,50,SBb,,,,vF;pL;E65;gbMN,
NGC762,MCG-1-6-6,GALXY,CET,1,57,-5,24,13.5,99.9,219,10,1.4m,1.2m,125,SBa,,,,vF;S;lE;vglbM,H III 464
NGC764,,2STAR,CET,1,57.1,-16,4,99.9,99.9,264,10,,,,,,,,eF;vS;iR;gbM,
NGC747,MCG-2-6-7,GALXY,CET,1,57.5,-9,28,14.8,99.9,264,10,1m,0.5m,175,Sb,,,,eF;pS;lE180,
NGC768,UGC1457,GALXY,CET,1,58.7,0,32,13.2,13.4,219,10,1.7m,0.8m,30,Sbc,,,,eF;pS;R;*8 f 30'',sp of 2;disturbed
NGC767,MCG-2-6-10,GALXY,CET,1,58.8,-9,35,14,99.9,264,10,1.1m,0.4m,165,Sb,,,,eF;pS;E160,
NGC773,MCG-2-6-11,GALXY,CET,1,58.9,-11,31,14,99.9,264,10,1.4m,0.8m,178,Sa,,,,cF;pL;E0;glbM,H III 468
NGC779,MCG-1-6-16,GALXY,CET,1,59.7,-5,58,11.2,12.7,264,10,4.1m,1.2m,20,SBb,,,H,cB;L;mE162;mbM,H I 101;nearly edge-on spiral
NGC787,MCG-2-6-15,GALXY,CET,2,0.8,-9,0,13,99.9,264,10,2.5m,1.9m,90,Sb,,,,vF;S,
NGC788,MCG-1-6-25,GALXY,CET,2,1.1,-6,49,12.1,13,264,10,2.2m,1.5m,100,Sa,,,,pF;pS;R;bM,H II 435
NGC790,MCG-1-6-26,GALXY,CET,2,1.4,-5,22,13.5,99.9,219,10,1.4m,1.4m,,SO,,,,cF;cS;R;bM,H III 433
NGC799,UGC1527,GALXY,CET,2,2.2,0,6,13,14.2,219,10,2m,1.7m,100,SBa,,,,eeF;pS;R;n of 2,
NGC800,UGC1526,GALXY,CET,2,2.2,0,8,13.7,13.4,219,10,1m,0.9m,10,Sc,,,,eeF;S;R;s of 2,
NGC806,MCG-2-6-21,GALXY,CET,2,3.5,-9,56,14,99.9,264,10,1.2m,0.4m,60,Sc,,,,eeF;S;R;v diffic;pB*N,
NGC808,ESO478-1,GALXY,CET,2,3.9,-23,19,13.5,13,309,18,1.2m,0.6m,7,SBbc Ring,,,,vF;pS;vlE,
NGC809,MCG-2-6-23,GALXY,CET,2,4.3,-8,44,14,99.9,264,10,1.5m,1.1m,170,SO,,,,vF;S;R,
NGC811,MCG-2-6-24,GALXY,CET,2,4.6,-10,7,14,99.9,264,10,1.1m,0.7m,35,Scd,,,,eF;eS;R(neb);*10 s 1',
NGC825,UGC1636,GALXY,CET,2,8.5,6,19,13.2,13.7,174,10,2.2m,0.9m,53,Sa,,,,F;S;mE,
NGC829,MCG-1-6-49,GALXY,CET,2,8.7,-7,47,14,99.9,264,10,1.1m,0.6m,105,Sc,,,,F;S;*11S;1st of 3,
NGC827,UGC1640,GALXY,CET,2,8.9,7,58,12.7,13.2,174,10,2.3m,0.8m,85,Sbc,,,,vF;S;E;bM;am st,H III 227
NGC830,MCG-1-6-50,GALXY,CET,2,9,-7,46,14,99.9,264,10,1.4m,0.9m,110,E-SO,,,,pF;vS;R;2nd of 3,
NGC833,MCG-2-6-30,GALXY,CET,2,9.3,-10,8,12.7,12.6,264,10,1.5m,0.7m,85,Sap,,,,F;S;R;1st of 4,H II 482
NGC835,MCG-2-6-31,GALXY,CET,2,9.4,-10,8,12.1,12.3,264,10,1.3m,1.1m,80,SBab/P,,,,F;S;R;2nd of 4,H II 483;Contact P w NGC 833
NGC831,ZwG413.49,GALXY,CET,2,9.6,6,6,15,99.9,174,10,0.4m,0.3m,110,S pec,,,,vF;pS,
NGC838,MCG-2-6-33,GALXY,CET,2,9.6,-10,9,12.9,12.8,264,10,1.2m,0.9m,85,SO,,,,vF;vS;R;3rd of 4,H II 484
NGC839,MCG-2-6-34,GALXY,CET,2,9.7,-10,11,13.1,13,264,10,1.4m,0.7m,85,SO,,,,vF;pS;R;4th of 4,H II 485
NGC842,MCG-1-6-55,GALXY,CET,2,9.8,-7,46,12.7,12.6,264,10,1.1m,0.9m,145,SO,,,,vF;vS;R;psbM;3rd of 3,
NGC844,ZwG413.52,GALXY,CET,2,10.2,6,3,15,99.9,174,10,0.3m,0.3m,,Compact,,,,F;S,
NGC849,ESO478-9,GALXY,CET,2,10.2,-22,19,14.3,12.1,309,18,0.5m,0.3m,117,SO Ring,,,,eF;vS;R(neb),
NGC837,ESO478-10,GALXY,CET,2,10.3,-22,26,14,12.8,309,18,0.9m,0.4m,12,Sb,,,,eF;pS;mE0;*10n1',
NGC840,UGC1664,GALXY,CET,2,10.3,7,51,13.4,13.9,174,10,1.8m,1m,73,SBb,,,,eF;vS,
NGC848,MCG-2-6-36,GALXY,CET,2,10.3,-10,19,13,13.3,264,10,1.5m,1m,135,SBab,,,,eeF;pL;v diffic;* nf,
NGC836,ESO544-17,GALXY,CET,2,10.4,-22,3,13.3,13.4,309,18,1.2m,0.9m,110,Sa,,,,eF;S;R;gbMN,
NGC814,MCG-3-6-10,GALXY,CET,2,10.6,-15,46,16,99.9,264,10,1.4m,0.6m,4,SO,,,,eF;S;R;gbM,
NGC815,,GALXY,CET,2,10.7,-15,49,16,99.9,264,10,0.4m,0.2m,135,Compact,,,,eF;vS;R;gbM,
NGC850,UGC1679,GALXY,CET,2,11.2,-1,29,12.9,12.9,219,10,1.2m,1.1m,85,Sa,,,,eF;eS;iF,H III 259
NGC851,UGC1680,GALXY,CET,2,11.2,3,47,13.5,12.9,219,10,1m,0.6m,135,Sa,,,,eF;pS;R;v diffic,
NGC853,MCG-2-6-38,GALXY,CET,2,11.7,-9,18,13,99.9,264,10,1.6m,1.4m,70,Sm,,,,F;S;E,H II 486
NGC858,ESO478-13,GALXY,CET,2,12.5,-22,28,13.7,13.9,309,18,1.3m,1.1m,,SBc,,,,eF;pL;R,
NGC856,NGC859,GALXY,CET,2,13.6,0,43,13.2,13.3,219,10,1.3m,0.9m,20,Sa,,,,eF;S;lE;F* close foll,
NGC859,NGC856,GALXY,CET,2,13.6,0,43,14.2,99.9,219,10,1.3m,0.9m,20,Sa,,,,pF;pS;R;lbM,
NGC863,NGC866,GALXY,CET,2,14.6,0,46,12.9,12.9,219,10,1.1m,1m,,Sa,,,,vF;R;bM;stellar,H III 260
NGC866,NGC863,GALXY,CET,2,14.6,0,46,13.9,99.9,219,10,1.1m,1m,,Sa,,,,pF;pS;R;lbM,
NGC885,NGC863,GALXY,CET,2,14.6,0,46,13.9,99.9,219,10,1.1m,1m,,Sa,,,,vF;pS;R;lbM,
NGC872,ESO544-32,GALXY,CET,2,15.4,-17,47,13.8,13.8,309,10,1.5m,0.8m,174,Sc,,,,vF;pS;mE0;gvlbM,
NGC864,UGC1736,GALXY,CET,2,15.5,6,0,10.9,13.8,174,10,4.7m,3.2m,20,SBc,,,,eF;cL;R;gbM,H III 457;* 12m sf nucl 35''
NGC868,UGC1748,GALXY,CET,2,16,0,43,13.9,14.1,219,10,1.3m,1m,95,E-SO,,,,eF;pS;R,
NGC874,ESO478-G018,GALXY,CET,2,16,-23,18,14.2,13.2,309,18,0.9m,0.5m,173,Sab,,,,eF;pS;E170;(D*);* np,
NGC873,MCG-2-6-48,GALXY,CET,2,16.5,-11,21,13,99.9,264,10,1.6m,1.3m,145,Sc,,,,F;pL;R;vglbM,H II 474
NGC879,KUG0214-091,GALXY,CET,2,16.9,-8,58,15.1,99.9,264,10,0.7m,0.6m,5,Ir,,,,eF;pS;iR;bM,
NGC867,NGC875,GALXY,CET,2,17.1,1,15,14,99.9,219,10,1.2m,1.1m,105,Sa,,,,eF;vS;R;bM,H III 2
NGC875,NGC867,GALXY,CET,2,17.1,1,15,12.9,13,219,10,1.2m,1.1m,105,Sa,,,,vF;vS;(=867),P w IC 218
NGC878,ESO478-22,GALXY,CET,2,17.9,-23,23,13.7,12.4,309,18,0.8m,0.5m,112,Sa,,,,eF;vS;R,
NGC880,,GALXY,CET,2,18.5,-4,12,15.8,99.9,219,10,0.4m,0.3m,14,S pec,,,,eF;vS;R;sbMN,
NGC881,MCG-1-6-89,GALXY,CET,2,18.8,-6,38,12.4,13.6,264,10,2.3m,1.5m,135,Sc Ring,,,,F;pS;E;bM;2or3* nr,H II 436
NGC883,MCG-1-6-90,GALXY,CET,2,19.1,-6,47,13,99.9,264,10,1.7m,1.3m,80,E-SO,,,,pF;pS;vlE;bM;D* nr,H II 437
NGC887,MCG-3-7-1,GALXY,CET,2,19.5,-16,4,13,99.9,264,10,2m,1.6m,5,SB Ring,,,,F;S;iR;pgbM,H III 486
NGC892,ESO478-26,GALXY,CET,2,20.9,-23,7,15.7,99.9,309,18,0.6m,0.4m,6,Sab,,,,eF;eS;(E);(neb),
NGC894,,GALXY,CET,2,21.6,-5,31,99.9,99.9,264,10,,,,E+*,,,,vF;E;bM;Dneb w 895,
NGC895,MCG-1-7-2,GALXY,CET,2,21.6,-5,31,11.7,14,264,10,3.6m,2.6m,65,Sc,,,,F;vL;iR;gbM;Dneb w 894,H II 438;NGC 894 is part of NGC 895
NGC899,ESO545-7,GALXY,CET,2,21.9,-20,49,12.6,13.4,309,18,1.8m,1.3m,116,Ir,,,,pB;S;gbM;D*p;r,
NGC902,MCG-3-7-5,GALXY,CET,2,22.4,-16,41,14,99.9,264,10,0.6m,0.5m,15,SBbc,,,,eF;vS;R,
NGC905,NPM1G-08091,GALXY,CET,2,22.7,-8,43,15.6,99.9,264,10,0.5m,0.3m,115,Sa,,,,eF;eS;R;(*),
NGC907,ESO545-10,GALXY,CET,2,23,-20,43,12.6,12.6,309,18,1.9m,0.6m,81,SBd,,,,F;S;E90;gbM,H III 224
NGC908,ESO545-11,GALXY,CET,2,23.1,-21,14,10.2,13,309,18,6.1m,2.7m,75,SBc,,,H,cB;vL;E,H I 153
NGC926,UGC1901,GALXY,CET,2,26.1,0,20,13.3,13.7,220,10,1.8m,1m,36,SBbc,,,,vF;pS,
NGC921,MCG-3-7-15,GALXY,CET,2,26.6,-15,51,14,99.9,265,10,1.4m,0.6m,81,Sc,,,,eF;S;R;gbM,
NGC944,IC228,GALXY,CET,2,26.7,-14,31,14,99.9,265,10,1.1m,0.4m,15,Sa,,,,eF;S;mE 0 deg;sbM,
NGC929,MCG-2-7-9,GALXY,CET,2,27.3,-12,5,15,99.9,265,10,1m,0.6m,170,Sa,,,,eF;S;E170;*8.5n4',
NGC934,UGC1926,GALXY,CET,2,27.5,0,15,13.1,13.2,220,10,1.3m,0.9m,130,E-SO,,,,vF;eS,
NGC936,UGC1929,GALXY,CET,2,27.6,-1,9,10.1,13.2,220,10,4.3m,3.8m,135,SBO-a,,,B H,vB;vL;R;mbMN;p of 2,H IV 23;Thick central bar;P w NGC 941 12' foll
NGC941,UGC1954,GALXY,CET,2,28.5,-1,9,12.4,14,220,10,2.7m,1.8m,170,SBc,,,,vF;cL;R;f of 2,H III 261;P w NGC 936
NGC945,MCG-2-7-13,GALXY,CET,2,28.6,-10,32,12.1,13.6,265,10,2.3m,2.2m,,SBc,,,,vF;L;iR;glbM,H II 487
NGC947,ESO545-21,GALXY,CET,2,28.6,-19,3,12.6,13.3,310,10,2.1m,1.1m,50,SBc,,,,pB;E;gbM,
NGC948,MCG-2-7-15,GALXY,CET,2,28.8,-10,31,14,99.9,265,10,1.4m,1.1m,170,SBc,,,,vF;S;R,
NGC951,ESO479-8,GALXY,CET,2,28.9,-22,21,14.6,13.9,310,18,1m,0.6m,48,SBab,,,,eF;S;E0;(D*),
NGC942,MCG-2-7-19,GALXY,CET,2,29.2,-10,50,14,99.9,265,10,2.8m,1.3m,35,Sa,,,,vF;R;Dneb w 943; F nucl,Northern most of a P w NGC 942;RC2 indents switched
NGC943,MCG-2-7-18,GALXY,CET,2,29.2,-10,50,14,99.9,265,10,2.8m,1.3m,15,SOp,,,,vF;R;(neb D*),P w NGC 943
NGC950,MCG-2-7-21,GALXY,CET,2,29.2,-11,2,14,99.9,265,10,1.3m,0.8m,40,Sb,,,,eF;S;gbM,
NGC963,IC1808,GALXY,CET,2,30.5,-4,13,14.5,99.9,220,10,0.8m,0.8m,,Ir,,,,eF;S;R;gbM;r,
NGC955,UGC1986,GALXY,CET,2,30.6,-1,7,12,12.6,220,10,2.9m,0.9m,19,Sab,,,,pB;S;E;psbM,H II 278;Poss edge-on S0 lens shape
NGC958,MCG-1-7-19,GALXY,CET,2,30.7,-2,56,12.1,13.1,220,10,2.9m,0.9m,7,SBbc,,,,pF;ilE;bM,H II 237;Nearly edge-on spiral
NGC960,MCG-2-7-28,GALXY,CET,2,31.7,-9,18,14,99.9,265,10,1.2m,0.3m,125,Sb,,,,eF;vS;R;(neb);*9 sp,
NGC966,ESO545-30,GALXY,CET,2,31.8,-19,53,13.3,13.1,310,10,1m,0.9m,112,E-SO,,,,eF;R;*9 sp 2',
NGC967,ESO545-31,GALXY,CET,2,32.2,-17,13,12.5,12.9,310,10,1.6m,1m,33,E-SO,,,,F;S;iR;gbM,
NGC965,ESO545-32,GALXY,CET,2,32.4,-18,38,14.2,13.8,310,10,1m,0.8m,10,Sc,,,,vF;S;gbM,
NGC981,MCG-2-7-30,GALXY,CET,2,33,-10,58,14,99.9,265,10,1m,0.6m,5,Sc,,,,eF;S;gbM,
NGC977,MCG-2-7-31,GALXY,CET,2,33.1,-10,46,13,99.9,265,10,2m,1.6m,20,Sa,,,,eF;pS;R;vlbM;am sc st,H III 472
NGC975,UGC2030,GALXY,CET,2,33.4,9,36,13.1,12.7,175,10,1.1m,0.8m,0,Sa,,,,vF;cE,Brightest of group
NGC989,MCG-3-7-34,GALXY,CET,2,33.8,-16,31,15,99.9,265,10,0.6m,0.6m,,SO,,,,F;vS;R;bMN,
NGC985,MCG-2-7-35,GALXY,CET,2,34.6,-8,47,13.4,13.1,265,10,1m,0.9m,,Ring,,,,vF;vS;R;bMN,
NGC988,MCG-2-7-37,GALXY,CET,2,35.5,-9,21,11,13.4,265,10,4.6m,2.5m,112,SBc,,,,neb *7.5m,
NGC991,MCG-1-7-23,GALXY,CET,2,35.5,-7,9,11.7,13.5,265,10,3m,2.7m,60,SB Ring,,,,vF;cL;iF;vlbM,H III 434
NGC993,NGC994,GALXY,CET,2,36.8,2,3,13.6,13.1,220,10,0.9m,0.8m,110,E-SO,,,,eF;vS,
NGC994,NGC993,GALXY,CET,2,36.8,2,3,14.7,99.9,220,10,0.9m,0.8m,110,E-SO,,,,eeF;pS;R;vF * close,
NGC997,UGC2102,GALXY,CET,2,37.2,7,18,14.5,99.9,175,10,1m,0.9m,,Elliptical,,,,F;S,Brightest in group
NGC998,MCG1-7-15,GALXY,CET,2,37.3,7,20,15.5,99.9,175,10,0.5m,0.5m,,S,,,,vF,
NGC1006,NGC1010,GALXY,CET,2,37.6,-11,2,13.6,99.9,265,10,0.9m,0.8m,,Sc,,,,eeF;pS;R;lbM,
NGC1010,NGC1006,GALXY,CET,2,37.6,-11,2,14,99.9,265,10,0.9m,0.8m,,Sc,,,,eF;S;R,
NGC1011,MCG-2-7-45,GALXY,CET,2,37.6,-11,0,15,99.9,265,10,0.6m,0.6m,,Sa,,,,eF;S;R;lbM,
NGC1004,UGC2112,GALXY,CET,2,37.7,1,59,12.7,13.2,220,10,1.4m,1.2m,115,Elliptical,,,,pF;vS;R;vmbM;*11p2'',Dense part of clstr;comp 3.9';PA83;.5X0.12;4.9';PA67;.4X0.3
NGC1013,MCG-2-7-46,GALXY,CET,2,37.8,-11,30,14,99.9,265,10,0.8m,0.6m,75,Sa,,,,eeF;vS;R;bet 2Dist D*,
