HIP,RA,DEC,V,PARX,SIGPX,B-V,SIGBV,CCDM,HD,BD
1608,00 20 08.20,-17 03 40.9,11.67,39.31,3.03,1.49,0.011,          ,      ,          
1612,00 20 10.90,+11 02 57.8,8.96,8.7,1.25,0.495,0.022,          ,      ,B+10   28 
1613,00 20 11.00,-55 59 38.4,9.83,14.46,1.29,0.837,0.033,          ,1622,          
1620,00 20 15.10,+09 31 35.7,9.32,10.07,1.54,0.627,0.004,          ,1584,B+ 8   32 
1634,00 20 28.40,+40 55 19.8,8.15,8.32,0.96,0.519,0.015,          ,1603,B+40   57 
1636,00 20 29.00,-36 56 11.1,9.14,10.8,1.19,0.612,0.002,          ,1645,          
1654,00 20 44.40,-15 40 01.9,9.14,17.37,1.26,0.725,0.003,          ,      ,B-16   51 
1665,00 20 51.40,-81 36 43.5,9.58,5.76,0.89,0.546,0.025,          ,1783,          
1666,00 20 52.30,-19 55 51.9,8.17,9.04,1.01,0.523,0.015,          ,1666,B-20   48 
1668,00 20 54.00,-29 41 22.6,8.38,12.68,1.21,0.536,0.015,          ,1674,          
1672,00 20 55.20,-65 06 48.7,8.41,10.14,0.86,0.819,0.025,00209-6507,1706,          
1673,00 20 56.00,+63 40 03.1,8.79,13.2,0.99,0.537,0.019,          ,1625,B+62   58 
1674,00 20 57.00,+67 40 02.3,7.91,31.49,1.51,0.815,0.015,00210+6740,1624,B+66   19 
1679,00 21 00.70,-32 43 24.5,9.31,11.58,1.4,0.667,0.027,          ,1681,          
1680,00 21 00.80,+29 42 27.5,9.98,6.32,1.72,0.815,0.045,          ,      ,B+28   42 
1683,00 21 02.90,-58 45 37.9,8.99,10.03,1.16,0.647,0.02,          ,1705,          
1685,00 21 06.80,-26 15 40.6,9.34,9.51,1.28,0.526,0.011,          ,1692,          
1696,00 21 19.50,-45 44 40.0,10.41,55.68,2.02,1.475,0.016,          ,      ,          
1704,00 21 25.60,+28 19 34.2,7.73,14.99,0.95,0.419,0.01,          ,1699,B+27   43 
1712,00 21 33.10,-35 21 38.1,8.56,10.65,1.11,0.532,0.008,          ,1751,          
1716,00 21 35.40,+37 25 09.9,8.9,6.44,1.15,0.364,0.02,          ,1713,B+36   37 
1718,00 21 35.40,-16 12 27.1,8.64,8.57,1.23,0.476,0.015,          ,1736,B-17   42 
1719,00 21 35.50,-66 28 36.2,9.65,23.22,1.02,0.835,0.004,00216-6629,      ,          
1723,00 21 39.70,-47 10 39.8,9.71,19.82,2.27,1.036,0.005,00217-4711,1762,          
1729,00 21 51.00,-22 38 34.2,8.44,7.04,1.3,0.533,0.014,          ,1765,          
1731,00 21 51.30,-23 23 11.2,8.99,8.91,1.34,0.495,0.015,          ,1776,          
1734,00 21 56.00,-31 24 20.1,11.16,54.91,2.19,1.485,0.015,          ,      ,          
1736,00 21 57.20,+16 52 37.5,7.57,16.04,0.88,0.48,0.012,          ,1764,B+16   25 
1742,00 22 02.90,-38 41 57.3,9.31,13.63,1.25,0.733,0.008,          ,1780,          
1745,00 22 04.10,-24 56 40.0,9.42,18,1.45,0.704,0.001,          ,      ,          
1750,00 22 09.20,-27 23 59.2,9.59,8.53,1.43,0.515,0.015,          ,1790,          
1758,00 22 16.80,-41 55 59.9,8.88,6.88,1.18,0.455,0.003,          ,1805,          
1761,00 22 19.20,-44 38 56.4,8.88,6.17,1.24,0.605,0.017,          ,1806,          
1773,00 22 26.80,+66 10 53.9,8.59,11.29,0.95,0.535,0.016,          ,1769,B+65   43 
1775,00 22 30.30,-59 01 20.3,9.4,6.47,1.17,0.666,0.022,          ,1839,          
1776,00 22 31.50,-63 40 39.1,9.1,8.39,1.01,0.471,0.018,          ,1861,          
1779,00 22 34.70,-73 01 56.1,8.59,22.53,0.91,0.769,0.016,          ,1893,          
1780,00 22 37.70,+11 34 37.4,9.09,10.8,1.22,0.696,0.026,          ,      ,B+10   37 
1781,00 22 39.30,-52 09 23.8,9.69,10.08,1.57,0.624,0.023,          ,      ,          
1788,00 22 43.60,-46 17 08.3,9.52,9.93,1.78,0.727,0.033,          ,1859,          
1793,00 22 46.80,-40 17 19.2,9.5,4.28,1.28,0.491,0.015,          ,1857,          
1797,00 22 49.40,-40 23 13.0,9.37,8.54,1.23,0.496,0.015,          ,1858,          
1813,00 23 00.00,+22 22 31.9,7.57,24.68,0.9,0.639,0.009,          ,1832,B+21   33 
1820,00 23 03.90,-45 01 25.4,9.48,7.02,1.42,0.578,0.025,          ,1890,          
1822,00 23 04.40,-14 47 31.5,9.69,6.04,1.51,0.56,0.02,          ,      ,B-15   58 
1825,00 23 05.70,-03 36 11.8,8.57,12.25,1.16,0.529,0.017,          ,1878,B- 4   38 
1833,00 23 14.00,+43 09 09.1,9.44,4.64,1.28,0.426,0.033,          ,      ,B+42   66 
1841,00 23 17.90,+00 09 49.2,9.91,16.99,1.53,0.914,0.002,          ,1887,B- 0   54 
1842,00 23 18.00,-50 53 37.9,11.87,47.4,2.63,1.516,0.015,          ,      ,          
1845,00 23 19.70,+09 20 55.8,8.98,9.72,1.25,0.524,0.021,          ,1885,B+ 8   39 
1846,00 23 20.10,+61 12 55.7,11.07,16.56,4.3,1.312,0.02,00233+6113,      ,          
1853,00 23 24.80,+31 51 05.2,9.05,6.86,1.28,0.658,0.033,          ,      ,B+31   47 
1865,00 23 37.40,-14 05 14.7,9.31,5.35,1.28,0.48,0.02,          ,      ,B-14   58 
1866,00 23 37.70,-03 45 48.1,10.66,20.9,1.98,1.099,0.008,          ,      ,          
1867,00 23 38.10,+42 03 21.9,8.11,7.75,1.08,0.493,0.015,          ,1919,B+41   50 
1868,00 23 38.20,-24 38 55.8,10.01,11.83,1.64,0.582,0.004,          ,      ,          
1871,00 23 39.10,+43 38 50.1,8.68,22.65,1.16,0.709,0.021,          ,1904,B+42   68 
1881,00 23 45.70,-22 39 16.9,10.78,8.4,2.28,0.6,0.02,          ,      ,          
1885,00 23 47.40,-36 51 40.3,10.6,23.75,1.79,1.258,0.009,          ,      ,          
1887,00 23 51.40,+29 29 45.3,8.48,12.47,1.3,0.58,0.015,00239+2930,1941,B+28   55 
1890,00 23 52.80,-38 11 32.1,9.02,5.98,1.06,0.555,0.016,          ,1981,          
1891,00 23 53.20,+29 30 09.1,8.25,9.39,1.19,0.541,0.012,00239+2930,1942,B+28   56 
1893,00 23 56.40,-14 20 47.1,8.72,19.26,1.23,0.73,0.02,          ,1979,B-15   60 
1899,00 23 59.50,-17 48 37.6,7.42,15.9,0.97,0.51,0.012,          ,1980,B-18   49 
1911,00 24 10.80,-40 59 35.1,9.99,5.58,1.46,0.701,0.034,          ,2010,          
1914,00 24 13.30,-75 40 45.2,8.3,14.6,0.75,0.619,0.013,          ,2090,          
1917,00 24 14.30,-04 30 09.8,8.96,5.6,1.28,0.515,0.025,          ,1997,B- 5   56 
1919,00 24 14.80,+17 39 00.6,9.42,6.12,1.34,0.56,0.032,          ,      ,B+16   30 
1923,00 24 17.00,+77 50 01.2,8.44,13.28,0.75,0.652,0.015,          ,1901,B+77    9 
1932,00 24 20.70,+67 56 34.6,9.18,5.3,0.97,0.581,0.023,          ,1949,B+67   32 
1933,00 24 21.80,-24 50 53.8,9.56,20.81,1.49,0.904,0.005,          ,2014,          
1936,00 24 25.50,-27 01 37.1,7.92,55.53,1.08,0.94,0.01,          ,2025,          
1937,00 24 26.60,-78 15 01.3,8.81,14.84,0.83,0.708,0.017,          ,2134,          
1940,00 24 31.30,-28 24 55.8,9.26,4.79,1.42,0.604,0.025,          ,2038,          
1944,00 24 34.00,-24 44 20.7,9.32,7.66,1.38,0.546,0.015,          ,2050,          
1950,00 24 38.30,-15 44 16.2,9.13,8.85,1.37,0.606,0.02,          ,2049,B-16   61 
1953,00 24 41.20,-74 14 04.3,9.63,7.15,1.06,0.594,0.028,          ,2133,          
1954,00 24 42.30,-53 59 02.1,7.27,36.15,0.8,0.681,0.007,00247-5359,2071,          
1968,00 24 55.60,+23 35 39.1,10.78,10.61,1.86,0.888,0.112,          ,      ,          
1976,00 25 01.50,-30 41 49.3,7.57,20.45,1.08,0.616,0.003,          ,2098,          
1977,00 25 03.80,-51 28 45.6,8.68,12.98,1.1,0.564,0.002,          ,2107,          
1978,00 25 04.00,+45 41 20.5,9.61,23.77,1.31,1.06,0.02,          ,      ,B+44   85 
1980,00 25 04.70,+29 50 50.0,8.34,9,1.04,0.46,0.015,          ,2064,B+29   62 
1985,00 25 06.40,-65 23 56.1,8.6,6.59,0.85,0.548,0.015,          ,2148,          
1986,00 25 08.00,-31 50 56.6,8.79,9.83,1.18,0.611,0.016,          ,2105,          
1992,00 25 13.70,-44 27 38.9,9.77,8.41,1.6,0.73,0.005,          ,2120,          
2000,00 25 21.80,+11 52 26.4,9.82,10.87,1.44,0.74,0.042,          ,      ,B+11   56 
2002,00 25 22.90,+20 35 32.3,8.81,11.27,1.96,0.637,0.126,00254+2036,2095,B+19   61 
2015,00 25 33.20,+15 33 43.4,8.12,9.45,1.05,0.437,0.014,          ,2113,B+14   42 
2017,00 25 36.70,-19 56 02.5,7.7,9.52,1.07,0.559,0.003,          ,2161,B-20   59 
2021,00 25 39.20,-77 15 18.1,2.82,133.78,0.51,0.618,0.008,          ,2151,          
2026,00 25 42.00,-43 50 59.5,9.46,7.59,1.45,0.5,0.031,          ,2180,          
2031,00 25 44.30,-33 34 36.3,10.68,15.76,2.03,1.043,0.011,          ,      ,          
2039,00 25 52.70,+06 31 53.2,9.25,17.45,1.56,0.838,0.041,          ,2176,B+ 5   50 
2042,00 25 54.50,-09 33 33.7,10.02,7.97,1.61,0.616,0.062,          ,2196,B-10   71 
2048,00 25 57.50,+19 04 32.7,8.78,11.94,1.56,0.556,0.025,00260+1905,2174,B+18   42 
2049,00 25 58.20,-28 16 24.5,8.9,10.19,1.29,0.675,0.015,          ,2222,          
2052,00 26 01.80,+03 53 17.6,9.02,5.46,1.45,0.555,0.029,          ,2212,B+ 3   44 
2056,00 26 02.60,-56 15 20.6,9.47,5.75,1.23,0.491,0.021,          ,2264,          
2057,00 26 03.10,+00 26 15.9,8.41,9.76,1.04,0.81,0.017,          ,2221,B- 0   62 
2064,00 26 07.00,+36 56 03.5,10.56,15.74,2.14,1.206,0.141,          ,      ,          
2066,00 26 08.60,-11 22 36.8,8.25,16.21,1.02,0.583,0.02,          ,2237,B-12   63 
2068,00 26 10.90,+18 34 21.5,8.08,9.08,0.88,0.51,0.016,          ,2220,B+17   49 
2069,00 26 11.40,-21 32 54.8,9.68,9.53,1.39,0.502,0.006,          ,2247,B-22   69 
2083,00 26 18.30,+06 05 39.9,7.87,11.7,1.03,0.406,0.017,          ,2246,B+ 5   52 
2091,00 26 23.50,-37 26 54.9,10.41,5.92,1.53,0.391,0.048,          ,      ,          
2094,00 26 26.60,-39 42 03.8,9.08,8.85,1.12,0.526,0.015,          ,2279,          
2097,00 26 33.30,+52 26 46.3,8.66,6.22,1.7,0.571,0.072,00266+5227,2230,B+51   74 
2102,00 26 40.30,+30 11 59.4,10.05,22.32,1.59,1,0.015,          ,      ,B+29   71 
2111,00 26 48.70,-67 43 17.1,8.1,11.96,0.72,0.501,0.015,00268-6743,2353,          
2114,00 26 50.30,-39 33 33.3,9.11,7.33,1.09,0.461,0.015,          ,2319,          
2120,00 26 52.90,+70 08 34.0,10.52,61.39,1.51,1.459,0.021,          ,      ,          
2129,00 26 59.80,+17 54 12.8,8.69,6.62,1.06,0.605,0.022,          ,2303,B+17   52 
2131,00 27 01.80,+60 24 09.1,8.92,14.38,1.05,0.643,0.015,          ,236416,B+59   56 
2136,00 27 05.20,-36 33 59.3,9.5,18.1,1.47,0.931,0.037,          ,2338,          
2137,00 27 05.50,-70 14 54.6,10.3,16.04,1.27,0.967,0.005,          ,      ,          
2141,00 27 07.10,-29 17 54.9,9.37,10.41,1.37,0.587,0.025,          ,2347,          
2148,00 27 11.00,-73 23 50.4,10.41,4.59,1.37,0.506,0.004,          ,2431,          
2156,00 27 13.90,+05 38 15.4,9.55,9.22,1.45,0.611,0.04,          ,2331,B+ 4   55 
2157,00 27 14.60,-31 02 13.5,8.68,9.94,1.28,0.528,0.015,          ,2348,          
2173,00 27 26.20,+15 01 54.0,9.91,5.23,1.53,0.809,0.053,          ,      ,B+14   48 
2174,00 27 26.60,+26 16 44.3,7.56,16.49,1.14,0.585,0.014,          ,2330,B+25   55 
2175,00 27 27.70,-34 17 39.0,9.39,7.34,1.28,0.53,0.015,          ,2383,          
2186,00 27 38.20,-71 52 57.5,8.51,9.83,0.83,0.504,0.003,          ,2466,          
2196,00 27 44.70,-17 19 53.4,9.73,7.56,1.55,0.501,0.015,          ,2402,B-18   62 
2204,00 27 52.00,+52 57 18.1,7.78,10.86,0.91,0.453,0.01,          ,2368,B+52   73 
2214,00 28 00.40,-69 32 32.1,9.88,6.97,1.13,0.512,0.032,          ,2493,          
2230,00 28 15.20,-50 37 40.9,8.92,12.57,1.05,0.609,0.005,          ,2481,          
2231,00 28 16.60,+28 03 37.8,7.81,10.51,1.04,0.601,0.016,          ,2435,B+27   68 
2233,00 28 18.30,-44 23 20.2,10.05,6.88,1.78,0.75,0.041,          ,2479,          
2242,00 28 28.30,-02 30 47.9,9.52,8.15,1.48,0.552,0.02,          ,2474,B- 3   54 
2246,00 28 33.10,-11 14 14.0,6.86,15.86,0.89,0.535,0.008,00286-1114,2488,B-12   75 
2247,00 28 34.50,-16 13 32.8,9.62,26.64,1.4,1.128,0.01,          ,      ,B-17   63 
2254,00 28 41.90,-37 00 38.5,9.98,7.77,1.45,0.64,0.045,          ,      ,          
2282,00 29 10.10,-50 36 41.7,8.46,20.6,1.06,0.748,0.002,          ,2587,          
2284,00 29 10.80,-45 03 33.6,9,5.99,1.35,0.526,0.005,          ,2586,          
2288,00 29 13.70,-24 55 50.1,9.07,10.93,1.55,0.68,0,          ,2582,          
2292,00 29 16.10,-05 54 35.8,7.78,17.88,0.97,0.649,0.011,          ,2567,B- 6   79 
2294,00 29 17.30,-34 06 07.8,9.42,8.96,1.25,0.61,0.015,          ,2584,          
2303,00 29 23.10,-35 43 30.5,8.53,9.21,1.07,0.464,0.014,          ,2596,          
2305,00 29 23.50,+40 50 30.6,7.95,17.2,0.89,0.691,0.009,          ,2550,B+40   98 
2311,00 29 28.40,-11 01 01.3,9.34,22.77,1.5,0.84,0.003,          ,2595,B-11   79 
2313,00 29 30.90,+13 28 50.2,8.95,6.39,1.23,0.504,0.023,          ,2579,B+12   40 
2314,00 29 31.10,+24 52 52.3,7.78,9.53,0.96,0.556,0.015,          ,2564,B+24   66 
2316,00 29 32.50,+19 02 02.3,9.77,8.6,1.55,0.793,0.04,          ,      ,B+18   58 
2318,00 29 33.40,-35 49 25.0,8.82,15.28,1.18,0.602,0.02,          ,2616,          
2326,00 29 42.00,+30 09 51.1,7.9,14.45,1.11,0.494,0.021,          ,2601,B+29   88 
2334,00 29 51.40,-33 25 04.3,9.1,6.03,1.2,0.638,0.02,          ,2644,          
2336,00 29 51.70,+38 19 27.7,7.47,11.67,0.96,0.544,0.015,          ,2611,B+37   75 
2338,00 29 52.70,-44 04 58.6,9.19,8.06,1.33,0.626,0.02,          ,2652,          
2341,00 29 54.50,+45 00 23.3,8.95,8.45,1.23,0.648,0.018,          ,2600,B+44  101 
2350,00 29 59.90,-05 45 48.4,9.44,18.62,1.35,0.886,0.003,          ,2638,B- 6   82 
2352,00 30 01.70,+75 14 34.3,8.41,13.12,0.85,0.618,0.002,          ,2520,B+74   14 
2360,00 30 09.20,+24 36 26.3,8.95,6.79,1.27,0.779,0.028,          ,      ,B+23   65 
2364,00 30 10.60,+54 27 48.0,10.1,25.04,1.9,1.08,0.015,          ,      ,B+53   79 
2373,00 30 18.00,+07 10 44.9,10.68,20.15,1.85,1.066,0.004,          ,      ,B+ 6   58 
2375,00 30 18.90,-28 27 27.0,10.3,7.11,1.75,0.57,0.02,          ,      ,          
2376,00 30 19.70,-48 03 13.3,8.94,6.02,1.21,0.756,0.014,          ,2707,          
2386,00 30 26.60,-15 54 55.2,8.15,12.28,1.07,0.488,0.016,          ,2694,B-16   81 
2397,00 30 30.90,+22 46 09.9,9.22,29.34,1.18,0.93,0.015,          ,      ,B+21   55 
2416,00 30 48.00,-56 35 42.4,9.07,17.5,1.23,0.734,0.019,          ,2768,          
2417,00 30 49.00,-41 23 24.5,9.09,14.06,1.33,0.617,0.017,          ,2749,          
2426,00 30 55.00,+73 22 13.7,10.63,36.36,1.45,1.359,0.02,          ,      ,          
2429,00 30 58.50,+34 05 55.2,8.07,8.1,2.16,0.455,0.015,00310+3406,2731,B+33   58 
2434,00 31 01.60,+43 22 27.2,8.51,10.69,1.08,0.553,0.015,          ,2730,B+42   92 
2445,00 31 05.60,-69 02 18.4,8.92,9.19,0.86,0.593,0.018,          ,2850,          
2461,00 31 16.40,-20 56 53.1,10.38,5.88,1.56,0.751,0.059,          ,2798,B-21   62 
2482,00 31 31.60,-04 16 54.8,8.1,15.9,1.03,0.528,0.015,          ,2808,B- 5   75 
2483,00 31 31.70,-11 16 23.7,8.15,15.36,1.58,0.653,0.019,00315-1116,2819,B-12   84 
2492,00 31 37.50,+00 36 50.6,10.99,10.63,2.39,0.682,0.166,          ,      ,B- 0   77 
2495,00 31 40.00,+23 42 29.6,9,11.3,1.26,0.569,0.031,          ,      ,B+22   75 
2504,00 31 44.40,-53 28 48.6,9.64,13.68,1.38,0.817,0.029,          ,2882,          
2506,00 31 46.80,-30 24 39.4,9.37,6.86,1.35,0.521,0.015,          ,2862,          
2511,00 31 51.00,-27 49 42.2,9.6,15.71,1.45,0.759,0.001,00319-2750,2861,          
2513,00 31 52.70,-25 42 40.1,9.52,6.93,1.25,0.651,0.015,          ,2870,          
2538,00 32 14.00,-26 47 45.9,9.74,6.25,1.53,0.486,0.015,          ,2903,          
2540,00 32 14.70,-63 05 27.6,9.65,38.85,1.1,1.367,0.004,          ,      ,          
2542,00 32 21.00,-51 59 25.6,8.69,10.38,1.08,0.537,0.012,          ,2950,          
2547,00 32 23.60,+13 32 13.2,9.23,8.69,1.38,0.52,0.032,          ,      ,B+12   49 
2556,00 32 28.50,-68 00 27.5,9.36,19.65,1.47,0.928,0.03,00325-6800,2989,          
2563,00 32 33.90,+28 11 50.9,8.66,17.8,1.36,0.65,0.015,          ,2909,B+27   82 
2574,00 32 40.90,-35 25 30.2,8.9,10.45,1.31,0.735,0.02,          ,2961,          
2586,00 32 50.00,-13 15 27.2,8.76,13.63,1.27,0.666,0.002,          ,2966,B-14   84 
2601,00 33 02.40,-29 04 27.2,9.44,11.64,1.33,0.76,0.015,          ,3000,          
2602,00 33 03.20,+50 29 34.7,8.38,7.7,1.15,0.501,0.015,          ,2931,B+49  123 
2604,00 33 05.30,+42 00 04.0,10.94,29.26,2.16,1.311,0.015,          ,      ,          
2609,00 33 08.30,+07 35 08.2,9.39,7.76,1.44,0.466,0.036,          ,2985,B+ 6   67 
2619,00 33 14.80,-18 01 04.3,9.61,7.95,1.51,0.516,0.015,          ,3017,B-18   84 
2621,00 33 15.90,+17 57 33.7,8.14,12.44,0.92,0.509,0.013,          ,2984,B+17   70 
2622,00 33 16.80,-24 17 29.4,10.21,7.12,1.93,0.483,0.015,          ,3020,          
2623,00 33 16.90,-21 51 14.5,8.88,6.96,1.38,0.491,0.019,00333-2151,3019,B-22   88 
2626,00 33 18.30,+13 50 26.2,7.81,12.29,0.97,0.521,0.015,          ,2994,B+13   69 
2631,00 33 23.80,-40 43 42.9,9.1,8.02,1.74,0.651,0.015,00334-4044,3033,          
2632,00 33 24.90,-04 02 37.7,8.76,9.34,1.3,0.606,0.022,          ,3016,B- 4   60 
2634,00 33 26.50,-16 27 59.9,11.35,9.54,2.52,0.947,0.005,          ,      ,B-17   74 
2639,00 33 28.00,+09 09 11.5,10.02,17.86,1.63,1.062,0.077,          ,      ,B+ 8   71 
2640,00 33 28.80,+09 46 16.5,9.39,7.85,1.46,0.389,0.035,          ,3015,B+ 8   72 
2645,00 33 32.30,-38 06 48.0,7.27,13.56,0.92,0.609,0.015,          ,3047,          
2659,00 33 40.80,+04 56 52.2,8.4,11.07,1.06,0.446,0.014,          ,3030,B+ 4   73 
2664,00 33 46.70,+74 29 38.3,8.99,8.44,0.95,0.524,0.026,          ,2939,B+73   22 
2670,00 33 50.60,-40 25 50.0,10.36,6.34,1.6,0.68,0.02,          ,      ,          
2673,00 33 52.90,-39 14 43.9,8.23,10,1.05,0.465,0.003,          ,3092,          
2676,00 33 53.60,-27 36 50.9,10.11,8.08,1.61,0.705,0,          ,      ,          
2678,00 33 56.60,+18 47 17.5,8.58,10.67,1.11,0.512,0.019,          ,3054,B+17   73 
2692,00 34 09.80,-36 01 32.6,9.87,8.07,1.72,0.623,0.04,          ,3110,          
2698,00 34 15.50,-02 23 52.7,8.55,12.82,1.07,0.57,0.022,          ,3100,B- 3   67 
2709,00 34 26.60,-19 19 56.0,9.39,5.83,1.58,0.513,0.015,          ,3132,B-20   89 
2711,00 34 27.60,-52 22 23.5,5.57,39.03,0.62,0.472,0.012,          ,3158,          
2712,00 34 29.30,+47 54 55.4,7.38,21.2,0.87,0.549,0.014,          ,3079,B+47  138 
2717,00 34 35.40,+62 35 25.7,8.07,16.11,0.92,0.517,0.011,          ,3068,B+61  118 
2725,00 34 47.00,+26 03 57.4,9.48,26.98,1.61,1,0.015,          ,      ,B+25   77 
2726,00 34 47.40,-58 53 07.4,9.12,11.7,3.14,0.676,0.02,00348-5853,3207,          
2735,00 34 55.90,-01 18 36.7,8.7,8.96,1.08,0.581,0.022,          ,3168,B- 2   75 
2736,00 34 57.40,+04 22 54.8,8.97,22.17,1.24,0.827,0.021,          ,3167,B+ 3   68 
2742,00 35 01.00,+42 41 41.8,8.02,34.52,1.04,0.87,0.013,          ,3141,B+41   87 
2744,00 35 01.50,-26 44 44.4,9.56,9.64,1.47,0.61,0.015,          ,3188,          
2747,00 35 02.80,-48 56 04.9,8.76,18.13,1.01,0.602,0.011,          ,3220,          
2748,00 35 03.50,-66 47 55.3,9.62,5.84,0.98,0.481,0.026,          ,3279,          
2759,00 35 13.20,+03 12 32.5,8.99,13.22,1.2,0.703,0.029,          ,3194,B+ 2   72 
2760,00 35 13.70,+51 50 18.6,7.37,22.87,1,0.602,0.009,          ,3149,B+51  103 
2761,00 35 14.40,-59 48 57.2,9.57,10.45,1.14,0.822,0.032,          ,3278,          
2765,00 35 15.60,+04 05 36.1,8.02,12.58,1.11,0.46,0.013,          ,3193,B+ 3   69 
2766,00 35 15.90,-29 12 34.9,8.62,11.34,1.07,0.587,0.018,          ,3218,          
2767,00 35 16.30,+11 59 10.5,10.38,10.82,1.81,0.732,0.093,          ,      ,B+11   71 
2790,00 35 34.10,-39 44 45.2,7.45,34.3,0.89,0.726,0.002,          ,3277,          
2797,00 35 37.90,+79 15 32.9,9.31,20.78,0.93,0.78,0.028,          ,      ,B+78   17 
2805,00 35 42.60,-08 12 34.8,8.52,13.43,1.26,0.575,0.024,          ,3274,B- 9  111 
2806,00 35 43.10,-71 32 28.5,9.67,6.27,0.99,0.474,0.015,          ,3376,          
2824,00 35 52.20,+29 14 16.3,8.37,21.23,1.17,0.648,0.026,00359+2914,3251,B+28   95 
2829,00 35 53.10,+21 19 39.5,8.43,12.99,1.01,0.505,0.021,          ,3254,B+20   72 
2832,00 35 54.80,+13 12 27.0,6.32,26.59,0.85,0.517,0.005,          ,3268,B+12   59 
2835,00 35 57.20,-48 19 09.8,9.43,7.19,1.26,0.568,0.005,          ,3340,          
2840,00 36 00.50,-28 16 04.8,9.8,5.9,1.35,0.536,0.015,          ,3314,          
2845,00 36 02.80,-31 38 00.9,9.1,5.76,1.26,0.682,0.021,          ,3327,          
2847,00 36 03.60,+07 09 21.6,7.77,19.45,0.96,0.563,0.015,          ,3294,B+ 6   76 
2855,00 36 09.40,-36 56 11.8,9.27,7.87,1.31,0.673,0.025,          ,3357,          
2861,00 36 16.80,-17 36 39.6,9.26,6.38,1.35,0.483,0.015,          ,3354,B-18   98 
2864,00 36 18.30,-43 14 24.2,8.83,12.35,1.15,0.551,0.015,          ,3374,          
2873,00 36 24.30,+08 52 27.1,7.85,11.95,0.95,0.817,0.013,          ,3335,B+ 8   80 
2874,00 36 25.70,-26 34 31.5,9.51,11.73,1.47,0.595,0.033,          ,3363,          
2878,00 36 27.60,-58 12 33.1,8.39,10.25,0.92,0.469,0.014,          ,3418,          
2881,00 36 30.20,-61 02 51.3,9.08,13.15,2.1,0.705,0.021,00365-6103,3426,          
2883,00 36 32.70,-58 18 52.9,10.11,16.64,1.46,0.94,0.02,          ,      ,          
2885,00 36 33.10,+13 16 22.4,8.56,12.33,1.13,0.476,0.024,          ,3349,B+12   64 
2894,00 36 43.30,+48 49 42.0,8.64,18.03,1.23,0.648,0.018,          ,      ,B+48  182 
2902,00 36 46.80,-24 30 02.8,7.94,13.78,1.06,0.824,0.013,          ,3404,          
2916,00 36 56.00,-06 33 49.8,8.16,8.36,1.04,0.605,0.019,          ,3416,B- 7   90 
2927,00 37 08.10,+15 08 24.0,8.1,16.59,0.89,0.605,0.014,          ,3412,B+14   78 
2939,00 37 18.80,-35 25 12.8,8.27,8.82,1.08,0.641,0.015,          ,3459,          
2943,00 37 21.40,-39 03 44.7,10.33,7.92,1.77,0.522,0.048,          ,      ,          
2975,00 37 51.30,+18 54 02.8,9.31,7.14,1.25,0.387,0.041,          ,      ,B+18   83 
2979,00 37 55.50,-44 51 09.0,9.39,13.01,1.37,0.605,0.021,          ,3526,          
2980,00 37 56.80,-05 59 52.6,8.48,7.21,1.27,0.469,0.004,          ,3505,B- 6  103 
2984,00 37 57.40,-40 53 22.7,8.8,5.85,1.15,0.511,0.015,          ,3525,          
2990,00 38 01.00,+25 10 26.9,8.45,6.71,1.57,0.6,0.495,00380+2510,3490,B+24   88 
3000,00 38 08.00,+04 23 48.5,9.48,14.78,1.55,0.701,0.031,          ,3502,B+ 3   76 
3003,00 38 11.70,-22 15 49.8,9.54,12.52,2.48,0.846,0.037,00382-2216,3540,          
3006,00 38 14.70,+84 40 30.1,7.11,24.8,0.6,0.554,0.015,          ,3161,B+83    9 
3007,00 38 14.60,-62 28 54.2,9.43,6.64,0.93,0.513,0.021,          ,3610,          
3008,00 38 15.30,+52 19 56.7,10.48,43.4,1.94,1.424,0.02,          ,      ,          
3010,00 38 18.00,-73 57 45.0,7.43,16.35,0.66,0.482,0.014,          ,3689,          
3011,00 38 18.80,-32 39 27.8,9.97,6.87,1.57,0.706,0.052,          ,3561,          
3012,00 38 20.20,-32 02 05.8,8.81,5.71,1.17,0.512,0.001,          ,3560,          
3016,00 38 23.50,-44 48 57.9,9.77,6.94,1.51,0.657,0.03,          ,3584,          
3020,00 38 27.30,-45 54 05.2,7.41,12.46,0.77,0.496,0.011,          ,3598,          
3022,00 38 29.00,+43 00 00.5,9.96,19.86,1.86,0.792,0.041,          ,      ,B+42  126 
3024,00 38 31.70,-21 17 03.2,9.69,9.67,1.46,0.703,0.02,          ,3570,B-22  107 
